simp_plot,cycle,group_id,species,dbh_class_index,basal_cm2_ha,basal_ft2_ac
1094,3,standing_dead_1094_3,Standing dead,7,3976,1.5904
1094,3,ulmus_americana_1094_3,Ulmus americana,2,24.05,0.00962
1094,3,standing_dead_1094_3,Standing dead,4,883.6,0.35344
1094,3,tilia_americana_1094_3,Tilia americana,2,24.05,0.00962
1094,3,acer_negundo_1094_3,Acer negundo,2,24.05,0.00962
1094,3,standing_dead_1094_3,Standing dead,1,23.556,0.0094224
1094,3,acer_platanoides_1094_3,Acer platanoides,7,11928,4.7712
1094,3,acer_saccharum_1094_3,Acer saccharum,8,17820,7.128
1094,3,acer_saccharum_1094_3,Acer saccharum,11,34358.1066,13.74324264
1094,3,standing_dead_1094_3,Standing dead,6,2405,0.962
1094,3,aesculus_glabra_1094_3,Aesculus glabra,1,3.926,0.0015704
1094,3,acer_platanoides_1094_3,Acer platanoides,2,72.15,0.02886
1094,3,acer_platanoides_1094_3,Acer platanoides,9,16600,6.64
1094,3,acer_platanoides_1094_3,Acer platanoides,8,11880,4.752
1094,3,fraxinus_americana_1094_3,Fraxinus americana,2,72.15,0.02886
1094,3,acer_platanoides_1094_3,Acer platanoides,10,11040,4.416
1094,3,acer_saccharum_1094_3,Acer saccharum,2,24.05,0.00962
1094,3,fraxinus_pennsylvanica_1094_3,Fraxinus pennsylvanica,3,2870.4,1.14816
1094,3,standing_dead_1094_3,Standing dead,8,5940,2.376
1094,3,acer_saccharum_1094_3,Acer saccharum,10,22080,8.832
1094,3,standing_dead_1094_3,Standing dead,2,288.6,0.11544
1094,3,acer_saccharum_1094_3,Acer saccharum,9,8300,3.32
1094,3,tilia_americana_1094_3,Tilia americana,8,11880,4.752
1094,3,quercus_rubra_1094_3,Quercus rubra,10,11040,4.416
1094,3,tilia_americana_1094_3,Tilia americana,3,552,0.2208
1094,3,fraxinus_pennsylvanica_1094_3,Fraxinus pennsylvanica,8,5940,2.376
1094,3,acer_platanoides_1094_3,Acer platanoides,6,7215,2.886
1094,3,fraxinus_pennsylvanica_1094_3,Fraxinus pennsylvanica,2,3030.3,1.21212
1094,3,tilia_americana_1094_3,Tilia americana,5,1227,0.4908
1094,3,acer_platanoides_1094_3,Acer platanoides,5,9816,3.9264
1094,3,platanus_occidentalis_1094_3,Platanus occidentalis,1,3.926,0.0015704
1094,3,acer_saccharum_1094_3,Acer saccharum,5,2454,0.9816
1094,3,standing_dead_1094_3,Standing dead,11,37685.36738,15.07414695
1094,3,aesculus_glabra_1094_3,Aesculus glabra,4,441.8,0.17672
1094,3,tilia_americana_1094_3,Tilia americana,4,1325.4,0.53016
1094,3,platanus_occidentalis_1094_3,Platanus occidentalis,11,24279.48466,9.711793866
1094,3,fraxinus_pennsylvanica_1094_3,Fraxinus pennsylvanica,1,212.004,0.0848016
1094,3,acer_platanoides_1094_3,Acer platanoides,4,7952.4,3.18096
1094,3,standing_dead_1094_3,Standing dead,3,441.6,0.17664
1094,3,acer_saccharum_1094_3,Acer saccharum,3,883.2,0.35328
1094,3,acer_saccharum_1094_3,Acer saccharum,4,883.6,0.35344
1094,3,acer_platanoides_1094_3,Acer platanoides,3,1214.4,0.48576
1094,3,vitis_aestivalis_1094_3,Vitis aestivalis,1,5.889,0.0023556
1097,1,1097_1st,Fagus grandifolia,6,7215,2.886
1097,1,1097_1st,Tilia americana,6,2405,0.962
1097,1,1097_1st,Acer rubrum,4,441.8,0.17672
1097,1,1097_1st,Fagus grandifolia,2,1467.05,0.58682
1097,1,1097_1st,Carpinus caroliniana,3,220.8,0.08832
1097,1,1097_1st,Standing dead,4,441.8,0.17672
1097,1,1097_1st,Fagus grandifolia,1,94.224,0.0376896
1097,1,1097_1st,Quercus rubra,2,24.05,0.00962
1097,1,1097_1st,Fagus grandifolia,3,6072,2.4288
1097,1,1097_1st,Acer rubrum,11,13854.4236,5.541769441
1097,1,1097_1st,Quercus rubra,11,20992.82897,8.397131588
1097,1,1097_1st,Acer saccharum,10,11040,4.416
1097,1,1097_1st,Viburnum acerifolium,1,7.852,0.0031408
1097,1,1097_1st,Acer rubrum,7,3976,1.5904
1097,1,1097_1st,Ostrya virginiana,2,96.2,0.03848
1097,1,1097_1st,Acer saccharum,2,889.85,0.35594
1097,1,1097_1st,Acer rubrum,6,2405,0.962
1097,1,1097_1st,Acer saccharum,8,5940,2.376
1097,1,1097_1st,Fagus grandifolia,5,22086,8.8344
1097,1,1097_1st,Carpinus caroliniana,4,441.8,0.17672
1097,1,1097_1st,Fagus grandifolia,4,15904.8,6.36192
1097,1,1097_1st,Fraxinus sp.,10,11040,4.416
1097,1,1097_1st,Magnolia acuminata,4,441.8,0.17672
1097,1,1097_1st,Fagus grandifolia,10,22080,8.832
1097,1,1097_1st,Acer rubrum,8,5940,2.376
1097,1,1097_1st,Acer saccharum,1,94.224,0.0376896
1097,1,1097_1st,Acer saccharum,11,32346.23066,12.93849226
1097,1,1097_1st,Ostrya virginiana,5,1227,0.4908
1097,1,1097_1st,Fagus grandifolia,11,106968.5595,42.7874238
1097,1,1097_1st,Acer saccharum,4,3534.4,1.41376
1097,1,1097_1st,Tilia americana,1,3.926,0.0015704
1097,1,1097_1st,Carya glabra,3,110.4,0.04416
1097,1,1097_1st,Standing dead,11,25428.12948,10.17125179
1097,1,1097_1st,Sassafras albidum,3,110.4,0.04416
1097,1,1097_1st,Sassafras albidum,4,441.8,0.17672
1097,1,1097_1st,Acer rubrum,10,11040,4.416
1097,1,1097_1st,Standing dead,2,120.25,0.0481
1097,1,1097_1st,Acer saccharum,5,6135,2.454
1097,1,1097_1st,Carpinus caroliniana,2,24.05,0.00962
1097,1,1097_1st,Ostrya virginiana,1,1.963,0.0007852
1097,1,1097_1st,Standing dead,9,8300,3.32
1097,1,1097_1st,Prunus serotina,2,24.05,0.00962
1097,1,1097_1st,Quercus rubra,6,2405,0.962
1097,1,1097_1st,Smilax rotundifolia,1,5.889,0.0023556
1097,1,1097_1st,Acer rubrum,3,110.4,0.04416
1097,1,1097_1st,Carya glabra,1,3.926,0.0015704
1097,1,1097_1st,Quercus rubra,4,441.8,0.17672
1097,1,1097_1st,Standing dead,3,1104,0.4416
1097,1,1097_1st,Carya cordiformis,1,1.963,0.0007852
1097,1,1097_1st,Standing dead,1,39.26,0.015704
1097,1,1097_1st,Acer saccharum,3,2428.8,0.97152
1097,2,1097_2nd,Acer saccharum,11,14522.01204,5.808804816
1097,2,1097_2nd,Quercus rubra,11,24894.68705,9.957874818
1097,2,1097_2nd,Standing dead,2,456.95,0.18278
1097,2,1097_2nd,Carpinus caroliniana,1,1.963,0.0007852
1097,2,1097_2nd,Acer rubrum,10,11040,4.416
1097,2,1097_2nd,Fagus grandifolia,0,25.519,0.0102076
1097,2,1097_2nd,Acer saccharum,5,1227,0.4908
1097,2,1097_2nd,Acer rubrum,6,4810,1.924
1097,2,1097_2nd,Ostrya virginiana,4,441.8,0.17672
1097,2,1097_2nd,Fagus grandifolia,5,22086,8.8344
1097,2,1097_2nd,Fagus grandifolia,4,14137.6,5.65504
1097,2,1097_2nd,Fagus grandifolia,10,22080,8.832
1097,2,1097_2nd,Ostrya virginiana,2,48.1,0.01924
1097,2,1097_2nd,Standing dead,1,19.63,0.007852
1097,2,1097_2nd,Fagus grandifolia,1,35.334,0.0141336
1097,2,1097_2nd,Acer rubrum,11,29128.92562,11.65157025
1097,2,1097_2nd,Fagus grandifolia,2,1563.25,0.6253
1097,2,1097_2nd,Standing dead,10,11040,4.416
1097,2,1097_2nd,Standing dead,11,25071.87287,10.02874915
1097,2,1097_2nd,Acer rubrum,4,883.6,0.35344
1097,2,1097_2nd,Sassafras albidum,4,883.6,0.35344
1097,2,1097_2nd,Acer saccharum,3,2539.2,1.01568
1097,2,1097_2nd,Magnolia acuminata,4,441.8,0.17672
1097,2,1097_2nd,Acer rubrum,8,5940,2.376
1097,2,1097_2nd,Fagus grandifolia,3,5630.4,2.25216
1097,2,1097_2nd,Tilia americana,7,3976,1.5904
1097,2,1097_2nd,Standing dead,5,1227,0.4908
1097,2,1097_2nd,Quercus rubra,6,2405,0.962
1097,2,1097_2nd,Carya cordiformis,2,24.05,0.00962
1097,2,1097_2nd,Standing dead,3,1104,0.4416
1097,2,1097_2nd,Standing dead,4,1767.2,0.70688
1097,2,1097_2nd,Acer saccharum,1,27.482,0.0109928
1097,2,1097_2nd,Acer saccharum,2,889.85,0.35594
1097,2,1097_2nd,Carya ovata,1,1.963,0.0007852
1097,2,1097_2nd,Carya ovata,3,110.4,0.04416
1097,2,1097_2nd,Prunus serotina,3,110.4,0.04416
1097,2,1097_2nd,Acer saccharum,9,8300,3.32
1097,2,1097_2nd,Tilia americana,2,24.05,0.00962
1097,2,1097_2nd,Acer rubrum,7,3976,1.5904
1097,2,1097_2nd,Acer saccharum,4,3092.6,1.23704
1097,2,1097_2nd,Fagus grandifolia,11,115756.6152,46.30264607
1097,2,1097_2nd,Fagus grandifolia,6,7215,2.886
1097,2,1097_2nd,Acer rubrum,3,331.2,0.13248
1097,2,1097_2nd,Acer rubrum,5,1227,0.4908
1097,2,1097_2nd,Carpinus caroliniana,4,441.8,0.17672
1097,2,1097_2nd,Carpinus caroliniana,2,24.05,0.00962
1097,2,1097_2nd,Carpinus caroliniana,3,331.2,0.13248
1097,3,tilia_americana_1097_3,Tilia americana,7,3976,1.5904
1097,3,acer_rubrum_1097_3,Acer rubrum,4,1767.2,0.70688
1097,3,fraxinus_americana_1097_3,Fraxinus americana,1,1.963,0.0007852
1097,3,fagus_grandifolia_1097_3,Fagus grandifolia,11,120507.5672,48.20302688
1097,3,standing_dead_1097_3,Standing dead,1,25.519,0.0102076
1097,3,fagus_grandifolia_1097_3,Fagus grandifolia,1,51.038,0.0204152
1097,3,quercus_rubra_1097_3,Quercus rubra,11,27805.05848,11.12202339
1097,3,acer_saccharum_1097_3,Acer saccharum,5,2454,0.9816
1097,3,carya_ovata_1097_3,Carya ovata,2,48.1,0.01924
1097,3,fagus_grandifolia_1097_3,Fagus grandifolia,2,1226.55,0.49062
1097,3,fagus_grandifolia_1097_3,Fagus grandifolia,6,4810,1.924
1097,3,acer_rubrum_1097_3,Acer rubrum,5,1227,0.4908
1097,3,fraxinus_pennsylvanica_1097_3,Fraxinus pennsylvanica,1,1.963,0.0007852
1097,3,carya_ovata_1097_3,Carya ovata,3,110.4,0.04416
1097,3,magnolia_acuminata_1097_3,Magnolia acuminata,5,1227,0.4908
1097,3,standing_dead_1097_3,Standing dead,2,336.7,0.13468
1097,3,standing_dead_1097_3,Standing dead,4,1767.2,0.70688
1097,3,quercus_rubra_1097_3,Quercus rubra,7,3976,1.5904
1097,3,standing_dead_1097_3,Standing dead,11,24192.22693,9.676890771
1097,3,carpinus_caroliniana_1097_3,Carpinus caroliniana,3,331.2,0.13248
1097,3,acer_saccharum_1097_3,Acer saccharum,6,2405,0.962
1097,3,sassafras_albidum_1097_3,Sassafras albidum,4,883.6,0.35344
1097,3,standing_dead_1097_3,Standing dead,3,1435.2,0.57408
1097,3,acer_saccharum_1097_3,Acer saccharum,3,2208,0.8832
1097,3,tilia_americana_1097_3,Tilia americana,2,24.05,0.00962
1097,3,fagus_grandifolia_1097_3,Fagus grandifolia,12,13010.04204,5.204016815
1097,3,carpinus_caroliniana_1097_3,Carpinus caroliniana,2,120.25,0.0481
1097,3,acer_saccharum_1097_3,Acer saccharum,2,649.35,0.25974
1097,3,fagus_grandifolia_1097_3,Fagus grandifolia,5,23313,9.3252
1097,3,acer_saccharum_1097_3,Acer saccharum,1,7.852,0.0031408
1097,3,acer_rubrum_1097_3,Acer rubrum,10,11040,4.416
1097,3,acer_rubrum_1097_3,Acer rubrum,11,31271.49181,12.50859673
1097,3,standing_dead_1097_3,Standing dead,8,5940,2.376
1097,3,acer_saccharum_1097_3,Acer saccharum,4,4418,1.7672
1097,3,fagus_grandifolia_1097_3,Fagus grandifolia,4,11928.6,4.77144
1097,3,celastrus_orbiculatus_1097_3,Celastrus orbiculatus,1,1.963,0.0007852
1097,3,fraxinus_americana_1097_3,Fraxinus americana,2,24.05,0.00962
1097,3,sassafras_albidum_1097_3,Sassafras albidum,1,1.963,0.0007852
1097,3,fagus_grandifolia_1097_3,Fagus grandifolia,3,3974.4,1.58976
1097,3,carpinus_caroliniana_1097_3,Carpinus caroliniana,1,5.889,0.0023556
1097,3,standing_dead_1097_3,Standing dead,5,1227,0.4908
1097,3,carpinus_caroliniana_1097_3,Carpinus caroliniana,4,441.8,0.17672
1097,3,acer_saccharum_1097_3,Acer saccharum,11,34476.8588,13.79074352
1097,3,fagus_grandifolia_1097_3,Fagus grandifolia,10,11040,4.416
1097,3,acer_rubrum_1097_3,Acer rubrum,7,7952,3.1808
1097,3,ostrya_virginiana_1097_3,Ostrya virginiana,5,1227,0.4908
1097,3,fagus_grandifolia_1097_3,Fagus grandifolia,8,5940,2.376
1097,3,acer_rubrum_1097_3,Acer rubrum,9,8300,3.32
1098,1,1098_1st,Parthenocissus quinquefolia,1,9.815,0.003926
1098,1,1098_1st,Fraxinus americana,3,110.4,0.04416
1098,1,1098_1st,Ulmus rubra,4,883.6,0.35344
1098,1,1098_1st,Crataegus sp.,3,1435.2,0.57408
1098,1,1098_1st,Acer nigrum,9,8300,3.32
1098,1,1098_1st,Acer saccharum,7,3976,1.5904
1098,1,1098_1st,Vitis riparia,3,662.4,0.26496
1098,1,1098_1st,Juglans nigra,11,41043.33722,16.41733489
1098,1,1098_1st,Ulmus americana,6,9620,3.848
1098,1,1098_1st,Ulmus rubra,6,2405,0.962
1098,1,1098_1st,Acer nigrum,5,6135,2.454
1098,1,1098_1st,Standing dead,4,883.6,0.35344
1098,1,1098_1st,Fraxinus americana,10,11040,4.416
1098,1,1098_1st,Ulmus rubra,5,2454,0.9816
1098,1,1098_1st,Acer nigrum,4,3092.6,1.23704
1098,1,1098_1st,Acer saccharum,3,110.4,0.04416
1098,1,1098_1st,Crataegus sp.,2,24.05,0.00962
1098,1,1098_1st,Vitis riparia,2,96.2,0.03848
1098,1,1098_1st,Acer saccharum,4,441.8,0.17672
1098,1,1098_1st,Ulmus americana,3,883.2,0.35328
1098,1,1098_1st,Acer nigrum,11,18780.51942,7.512207769
1098,1,1098_1st,Standing dead,2,168.35,0.06734
1098,1,1098_1st,Prunus serotina,6,2405,0.962
1098,1,1098_1st,Fraxinus americana,11,69844.28057,27.93771223
1098,1,1098_1st,Carya cordiformis,2,24.05,0.00962
1098,1,1098_1st,Standing dead,8,11880,4.752
1098,1,1098_1st,Ulmus americana,8,11880,4.752
1098,1,1098_1st,Prunus serotina,5,2454,0.9816
1098,1,1098_1st,Toxicodendron radicans,2,24.05,0.00962
1098,1,1098_1st,Acer saccharum,5,4908,1.9632
1098,1,1098_1st,Acer nigrum,3,1104,0.4416
1098,1,1098_1st,Vitis riparia,1,5.889,0.0023556
1098,1,1098_1st,Acer saccharum,6,4810,1.924
1098,1,1098_1st,Standing dead,5,3681,1.4724
1098,1,1098_1st,Standing dead,6,7215,2.886
1098,1,1098_1st,Carya cordiformis,1,1.963,0.0007852
1098,1,1098_1st,Viburnum lentago,1,1.963,0.0007852
1098,1,1098_1st,Standing dead,3,331.2,0.13248
1098,1,1098_1st,Platanus occidentalis,11,42083.51855,16.83340742
1098,1,1098_1st,Ulmus americana,5,3681,1.4724
1098,1,1098_1st,Acer nigrum,2,48.1,0.01924
1098,1,1098_1st,Prunus serotina,4,441.8,0.17672
1098,1,1098_1st,Acer nigrum,7,3976,1.5904
1098,1,1098_1st,Fraxinus americana,8,5940,2.376
1098,1,1098_1st,Ulmus americana,4,2650.8,1.06032
1098,1,1098_1st,Toxicodendron radicans,3,110.4,0.04416
1098,1,1098_1st,Standing dead,7,7952,3.1808
1098,1,1098_1st,Prunus serotina,3,110.4,0.04416
1098,2,1098_2nd,Ulmus americana,6,4810,1.924
1098,2,1098_2nd,Prunus serotina,4,1325.4,0.53016
1098,2,1098_2nd,Ligustrum vulgare,0,11.778,0.0047112
1098,2,1098_2nd,Lonicera morrowii,0,35.334,0.0141336
1098,2,1098_2nd,Standing dead,6,4810,1.924
1098,2,1098_2nd,Acer nigrum,5,11043,4.4172
1098,2,1098_2nd,Acer nigrum,11,19166.54262,7.666617048
1098,2,1098_2nd,Crataegus sp.,1,3.926,0.0015704
1098,2,1098_2nd,Ulmus americana,4,3976.2,1.59048
1098,2,1098_2nd,Acer saccharum,4,883.6,0.35344
1098,2,1098_2nd,Ulmus rubra,6,4810,1.924
1098,2,1098_2nd,Parthenocissus quinquefolia,2,24.05,0.00962
1098,2,1098_2nd,Crataegus sp.,3,772.8,0.30912
1098,2,1098_2nd,Prunus virginiana,1,5.889,0.0023556
1098,2,1098_2nd,Standing dead,4,1767.2,0.70688
1098,2,1098_2nd,Rosa multiflora,0,49.075,0.01963
1098,2,1098_2nd,Standing dead,5,6135,2.454
1098,2,1098_2nd,Ulmus americana,7,3976,1.5904
1098,2,1098_2nd,Acer nigrum,3,662.4,0.26496
1098,2,1098_2nd,Standing dead,1,21.593,0.0086372
1098,2,1098_2nd,Vitis riparia,1,3.926,0.0015704
1098,2,1098_2nd,Acer nigrum,4,3092.6,1.23704
1098,2,1098_2nd,Acer nigrum,2,72.15,0.02886
1098,2,1098_2nd,Juglans nigra,12,17945.0914,7.178036559
1098,2,1098_2nd,Fraxinus sp.,8,5940,2.376
1098,2,1098_2nd,Rubus occidentalis,0,1.963,0.0007852
1098,2,1098_2nd,Standing dead,0,37.297,0.0149188
1098,2,1098_2nd,Platanus occidentalis,11,47294.79244,18.91791698
1098,2,1098_2nd,Ulmus americana,1,1.963,0.0007852
1098,2,1098_2nd,Standing dead,7,3976,1.5904
1098,2,1098_2nd,Fraxinus sp.,11,33490.08455,13.39603382
1098,2,1098_2nd,Crataegus sp.,2,192.4,0.07696
1098,2,1098_2nd,Standing dead,11,38264.91268,15.30596507
1098,2,1098_2nd,Ulmus americana,3,331.2,0.13248
1098,2,1098_2nd,Ulmus rubra,5,4908,1.9632
1098,2,1098_2nd,Acer nigrum,6,9620,3.848
1098,2,1098_2nd,Standing dead,3,883.2,0.35328
1098,2,1098_2nd,Acer nigrum,7,7952,3.1808
1098,2,1098_2nd,Parthenocissus quinquefolia,1,17.667,0.0070668
1098,2,1098_2nd,Ulmus rubra,3,110.4,0.04416
1098,2,1098_2nd,Juglans nigra,11,46923.53473,18.76941389
1098,2,1098_2nd,Rosa multiflora,1,9.815,0.003926
1098,2,1098_2nd,Standing dead,2,72.15,0.02886
1098,2,1098_2nd,Prunus serotina,5,1227,0.4908
1098,2,1098_2nd,Ulmus americana,8,11880,4.752
1098,2,1098_2nd,Standing dead,10,11040,4.416
1098,2,1098_2nd,Crataegus sp.,4,883.6,0.35344
1098,2,1098_2nd,Prunus serotina,7,3976,1.5904
1098,2,1098_2nd,Ulmus americana,5,1227,0.4908
1098,3,standing_dead_1098_3,Standing dead,10,11040,4.416
1098,3,ulmus_americana_1098_3,Ulmus americana,7,11928,4.7712
1098,3,standing_dead_1098_3,Standing dead,8,11880,4.752
1098,3,standing_dead_1098_3,Standing dead,0,1.963,0.0007852
1098,3,juglans_nigra_1098_3,Juglans nigra,11,42843.23419,17.13729368
1098,3,prunus_virginiana_1098_3,Prunus virginiana,2,24.05,0.00962
1098,3,ulmus_rubra_1098_3,Ulmus rubra,5,3681,1.4724
1098,3,standing_dead_1098_3,Standing dead,1,1.963,0.0007852
1098,3,crataegus_sp.1_1098_3,Crataegus sp.,2,120.25,0.0481
1098,3,standing_dead_1098_3,Standing dead,7,3976,1.5904
1098,3,standing_dead_1098_3,Standing dead,4,1325.4,0.53016
1098,3,ligustrum_vulgare_1098_3,Ligustrum vulgare,0,7.852,0.0031408
1098,3,standing_dead_1098_3,Standing dead,11,64067.20584,25.62688234
1098,3,standing_dead_1098_3,Standing dead,2,48.1,0.01924
1098,3,fraxinus_americana_1098_3,Fraxinus americana,2,24.05,0.00962
1098,3,platanus_occidentalis_1098_3,Platanus occidentalis,11,53068.09726,21.22723891
1098,3,crataegus_sp.1_1098_3,Crataegus sp.,3,772.8,0.30912
1098,3,parthenocissus_quinquefolia_1098_3,Parthenocissus quinquefolia,1,15.704,0.0062816
1098,3,ulmus_rubra_1098_3,Ulmus rubra,6,4810,1.924
1098,3,rosa_multiflora_1098_3,Rosa multiflora,0,117.78,0.047112
1098,3,acer_nigrum_1098_3,Acer nigrum,5,4908,1.9632
1098,3,acer_saccharum_1098_3,Acer saccharum,5,3681,1.4724
1098,3,ulmus_americana_1098_3,Ulmus americana,5,3681,1.4724
1098,3,acer_nigrum_1098_3,Acer nigrum,11,19400.04149,7.760016598
1098,3,acer_nigrum_1098_3,Acer nigrum,3,220.8,0.08832
1098,3,ulmus_americana_1098_3,Ulmus americana,9,8300,3.32
1098,3,prunus_serotina_1098_3,Prunus serotina,5,1227,0.4908
1098,3,lonicera_morrowii_1098_3,Lonicera morrowii,0,49.075,0.01963
1098,3,acer_nigrum_1098_3,Acer nigrum,4,3092.6,1.23704
1098,3,toxicodendron_radicans_1098_3,Toxicodendron radicans,1,13.741,0.0054964
1098,3,acer_nigrum_1098_3,Acer nigrum,8,11880,4.752
1098,3,prunus_serotina_1098_3,Prunus serotina,4,883.6,0.35344
1098,3,juglans_nigra_1098_3,Juglans nigra,12,18550.79046,7.420316184
1098,3,acer_nigrum_1098_3,Acer nigrum,7,7952,3.1808
1098,3,lindera_benzoin_1098_3,Lindera benzoin,0,9.815,0.003926
1098,3,parthenocissus_quinquefolia_1098_3,Parthenocissus quinquefolia,2,120.25,0.0481
1098,3,acer_nigrum_1098_3,Acer nigrum,6,16835,6.734
1098,3,acer_nigrum_1098_3,Acer nigrum,2,48.1,0.01924
1098,3,prunus_serotina_1098_3,Prunus serotina,7,3976,1.5904
1098,3,celastrus_orbiculatus_1098_3,Celastrus orbiculatus,1,3.926,0.0015704
1098,3,ulmus_americana_1098_3,Ulmus americana,4,2209,0.8836
1098,3,acer_saccharum_1098_3,Acer saccharum,4,1325.4,0.53016
1098,3,crataegus_sp.1_1098_3,Crataegus sp.,4,883.6,0.35344
1098,3,ulmus_americana_1098_3,Ulmus americana,3,110.4,0.04416
1098,3,acer_nigrum_1098_3,Acer nigrum,10,11040,4.416
1099,1,1099_1st,Standing dead,4,441.8,0.17672
1099,1,1099_1st,Acer rubrum,8,17820,7.128
1099,1,1099_1st,Acer saccharum,1,1.963,0.0007852
1099,1,1099_1st,Prunus serotina,11,19713.57244,7.885428976
1099,1,1099_1st,Acer saccharum,3,110.4,0.04416
1099,1,1099_1st,Fagus grandifolia,7,7952,3.1808
1099,1,1099_1st,Fagus grandifolia,1,5.889,0.0023556
1099,1,1099_1st,Acer rubrum,4,1767.2,0.70688
1099,1,1099_1st,Carpinus caroliniana,2,24.05,0.00962
1099,1,1099_1st,Fagus grandifolia,3,2097.6,0.83904
1099,1,1099_1st,Fagus grandifolia,6,12025,4.81
1099,1,1099_1st,Quercus rubra,12,19713.57244,7.885428976
1099,1,1099_1st,Ostrya virginiana,3,110.4,0.04416
1099,1,1099_1st,Ostrya virginiana,2,24.05,0.00962
1099,1,1099_1st,Acer rubrum,10,33120,13.248
1099,1,1099_1st,Quercus alba,7,3976,1.5904
1099,1,1099_1st,Acer rubrum,11,14657.41468,5.862965874
1099,1,1099_1st,Standing dead,6,4810,1.924
1099,1,1099_1st,Quercus alba,8,5940,2.376
1099,1,1099_1st,Acer rubrum,7,15904,6.3616
1099,1,1099_1st,Quercus alba,10,33120,13.248
1099,1,1099_1st,Standing dead,3,993.6,0.39744
1099,1,1099_1st,Standing dead,11,72382.29474,28.9529179
1099,1,1099_1st,Prunus serotina,3,220.8,0.08832
1099,1,1099_1st,Fagus grandifolia,2,360.75,0.1443
1099,1,1099_1st,Fagus grandifolia,9,8300,3.32
1099,1,1099_1st,Fagus grandifolia,4,4859.8,1.94392
1099,1,1099_1st,Acer rubrum,9,58100,23.24
1099,1,1099_1st,Quercus alba,12,14320.08617,5.728034469
1099,1,1099_1st,Fagus grandifolia,5,4908,1.9632
1099,1,1099_1st,Acer saccharum,2,168.35,0.06734
1099,1,1099_1st,Ostrya virginiana,5,1227,0.4908
1099,1,1099_1st,Ostrya virginiana,4,441.8,0.17672
1099,1,1099_1st,Quercus alba,11,41853.86813,16.74154725
1099,1,1099_1st,Quercus rubra,11,39137.96128,15.65518451
1099,1,1099_1st,Sassafras albidum,9,8300,3.32
1099,1,1099_1st,Standing dead,9,8300,3.32
1099,1,1099_1st,Standing dead,1,5.889,0.0023556
1099,1,1099_1st,Acer rubrum,2,24.05,0.00962
1099,1,1099_1st,Standing dead,2,72.15,0.02886
1099,1,1099_1st,Quercus alba,9,16600,6.64
1099,1,1099_1st,Acer rubrum,5,4908,1.9632
1099,1,1099_1st,Acer rubrum,6,7215,2.886
1099,1,1099_1st,Standing dead,7,3976,1.5904
1099,2,1099_2nd,Quercus alba,8,5940,2.376
1099,2,1099_2nd,Ostrya virginiana,6,2405,0.962
1099,2,1099_2nd,Ostrya virginiana,3,110.4,0.04416
1099,2,1099_2nd,Quercus rubra,11,42615.70435,17.04628174
1099,2,1099_2nd,Berberis thunbergii,0,1.963,0.0007852
1099,2,1099_2nd,Acer saccharum,1,1.963,0.0007852
1099,2,1099_2nd,Ostrya virginiana,4,883.6,0.35344
1099,2,1099_2nd,Quercus alba,7,3976,1.5904
1099,2,1099_2nd,Prunus serotina,3,110.4,0.04416
1099,2,1099_2nd,Acer rubrum,10,33120,13.248
1099,2,1099_2nd,Fagus grandifolia,5,7362,2.9448
1099,2,1099_2nd,Quercus alba,10,22080,8.832
1099,2,1099_2nd,Quercus alba,11,53691.70341,21.47668136
1099,2,1099_2nd,Prunus serotina,11,19478.18861,7.791275445
1099,2,1099_2nd,Acer saccharum,3,441.6,0.17664
1099,2,1099_2nd,Acer rubrum,9,41500,16.6
1099,2,1099_2nd,Standing dead,11,86973.42182,34.78936873
1099,2,1099_2nd,Acer rubrum,6,7215,2.886
1099,2,1099_2nd,Acer rubrum,2,24.05,0.00962
1099,2,1099_2nd,Sassafras albidum,9,8300,3.32
1099,2,1099_2nd,Fagus grandifolia,0,1.963,0.0007852
1099,2,1099_2nd,Standing dead,3,662.4,0.26496
1099,2,1099_2nd,Acer saccharum,4,441.8,0.17672
1099,2,1099_2nd,Fagus grandifolia,7,11928,4.7712
1099,2,1099_2nd,Fagus grandifolia,6,7215,2.886
1099,2,1099_2nd,Fagus grandifolia,3,1545.6,0.61824
1099,2,1099_2nd,Standing dead,10,11040,4.416
1099,2,1099_2nd,Fagus grandifolia,8,11880,4.752
1099,2,1099_2nd,Acer rubrum,8,5940,2.376
1099,2,1099_2nd,Fagus grandifolia,2,264.55,0.10582
1099,2,1099_2nd,Standing dead,2,24.05,0.00962
1099,2,1099_2nd,Acer rubrum,7,15904,6.3616
1099,2,1099_2nd,Quercus alba,9,16600,6.64
1099,2,1099_2nd,Fagus grandifolia,9,8300,3.32
1099,2,1099_2nd,Acer rubrum,11,22817.46598,9.126986393
1099,2,1099_2nd,Fagus grandifolia,4,7510.6,3.00424
1099,2,1099_2nd,Quercus rubra,12,21074.11768,8.429647072
1099,2,1099_2nd,Fagus grandifolia,1,3.926,0.0015704
1099,2,1099_2nd,Standing dead,6,2405,0.962
1099,2,1099_2nd,Acer rubrum,4,1325.4,0.53016
1099,2,1099_2nd,Acer rubrum,5,4908,1.9632
1099,2,1099_2nd,Quercus alba,12,14793.44565,5.917378259
1099,2,1099_2nd,Carpinus caroliniana,3,110.4,0.04416
1099,2,1099_2nd,Acer saccharum,2,72.15,0.02886
1099,2,1099_2nd,Standing dead,4,441.8,0.17672
1099,2,1099_2nd,Standing dead,8,11880,4.752
