"plot_id","group_id","species","dbh_class_index","basal_cm2_ha"
"1098_2","1098_2nd",Ulmus americana,1,1.963000000000000000000000
"1226_2",nyssa_sylvatica_1226_2,Nyssa sylvatica,10,11040.00000000000000000000
"3455_1","3455_1st",Carya glabra,3,110.4000000000000000000000
"1321_1","1321_1st",Ulmus americana,4,441.8000000000000000000000
"1240_1","1240_1st",Standing dead,2,312.65000000000000000000000
"1155_1","1155_1st",Fagus grandifolia,4,4418.0000000000000000000000
"3465_2",picea_abies_3465_2,Picea abies,6,7215.000000000000000000000
"1028_1","1028_1st",Quercus rubra,4,441.8000000000000000000000
"1144_2",fagus_grandifolia_1144_2,Fagus grandifolia,3,1766.400000000000000000
"1372_1","1372_1st",Salix sp.,4,1767.200000000000000000
"1078_3",berberis_thunbergii_1078_3,Berberis thunbergii,0,2.453750000000000000000000
"1240_2",acer_saccharum_1240_2,Acer saccharum,2,2092.35000000000000000000000
"1379_2",ligustrum_vulgare_1379_2,Ligustrum vulgare,0,1.963000000000000000000000
"4235B_7",acer_nigrum_4235B_7,Acer nigrum,11,31052.208646428500
"3463_2",quercus_rubra_3463_2,Quercus rubra,6,8016.666666666666666666667
"1143_2",crataegus_sp.1_1143_2,Crataegus sp.,2,24.05000000000000000000000
"1119_1","1119_1st",Pinus strobus,4,2209.000000000000000000
"3452_3",crataegus_sp.1_3452_3,Crataegus sp.,1,9.815000000000000000000000
"4738_1",standing_dead_4738_1,Standing dead,3,1104.0000000000000000000000
"1047_1","1047_1st",Liriodendron tulipifera,13,20428.206229967600
"1253_3",liriodendron_tulipifera_1253_3,Liriodendron tulipifera,7,3976.000000000000000000000
"1126_2",tilia_americana_1126_2,Tilia americana,3,331.2000000000000000000000
"1218_3",standing_dead_1218_3,Standing dead,3,441.6000000000000000000000
Large-120_1,standing_dead_Large-120_1,Standing dead,4,1767.2000000000000000000000
wetlandflipflopA_1,ulmus_americana_wetlandflipflopA_1,Ulmus americana,9,16600.00000000000000000000
"1274_1","1274_1st",Fraxinus sp.,9,8300.00000000000000000000
"3440_1","3440_1st",Standing dead,9,8300.00000000000000000000
VIBI85_1,platanus_occidentalis_VIBI85_1,Platanus occidentalis,5,12270.000000000000000000000
"1035_2","1035_2nd",Standing dead,2,96.20000000000000000000000
Large-104_1,parthenocissus_quinquefolia_Large-104_1,Parthenocissus quinquefolia,1,4.907500000000000000000000
"1064_2","1064_2nd",Carya ovata,11,15413.360416858600
"3435_3",acer_saccharinum_3435_3,Acer saccharinum,8,11880.0000000000000000
"1110_2",standing_dead_1110_2,Standing dead,1,72.631000000000000000000000
"1274_1","1274_1st",Cornus racemosa,2,24.05000000000000000000000
"1189_2",acer_saccharum_1189_2,Acer saccharum,7,11928.000000000000000000000
"1353_1","1353_1st",Acer saccharum,5,12270.000000000000000000000
"1309_1","1309_1st",Acer saccharum,4,2209.0000000000000000000000
"3668_2","3668_2nd",Liriodendron tulipifera,10,22080.00000000000000000000
VIBI044_1,VIBI044_1st,Prunus serotina,5,3681.000000000000000000000
SC256CCGrant_1,acer_rubrum_SC256CCGrant_1,Acer rubrum,11,34232.128730392200
"3499_1","3499_1st",Quercus rubra,4,441.8000000000000000000000
X-Large-008_1,acer_rubrum_X-Large-008_1,Acer rubrum,8,14850.00000000000000000000
X-Large-26a_1,acer_saccharum_X-Large-26a_1,Acer saccharum,4,883.6000000000000000000000
"1276_2",standing_dead_1276_2,Standing dead,11,36719.249094422800
"1277_1","1277_1st",Rosa multiflora,2,48.1000000000000000000
"1371_2",standing_dead_1371_2,Standing dead,8,14850.00000000000000000000
"3397_2",vitis_aestivalis_3397_2,Vitis aestivalis,4,441.8000000000000000000000
"1277_1","1277_1st",Acer rubrum,1,1.963000000000000000000000
VIBI021_1,VIBI021_1st,Tilia americana,11,17423.351396625300
"1059_3",toxicodendron_radicans_1059_3,Toxicodendron radicans,3,276.0000000000000000000000
"1197_2",acer_saccharum_1197_2,Acer saccharum,1,72.631000000000000000000000
VIBI033_1,VIBI033_1st,Tsuga canadensis,7,15904.000000000000000000000
X-Large-38a_1,prunus_serotina_X-Large-38a_1,Prunus serotina,10,11040.00000000000000000000
"4235B_7",acer_nigrum_4235B_7,Acer nigrum,2,24.05000000000000000000000
"1396_2",standing_dead_1396_2,Standing dead,2,360.75000000000000000000000
"1218_1","1218_1st",Platanus occidentalis,12,16331.255250421200
VIBI001_1,VIBI001_1st,Carpinus caroliniana,1,3.926000000000000000000000
"1164_3",ulmus_americana_1164_3,Ulmus americana,10,27600.00000000000000000000
"1010_2","1010_2nd",Berberis thunbergii,0,1.963000000000000000000000
"1277_2",lonicera_morrowii_1277_2,Lonicera morrowii,2,192.40000000000000000000000
"3668_2","3668_2nd",Quercus rubra,5,3681.000000000000000000000
"1358_2",standing_dead_1358_2,Standing dead,3,220.8000000000000000000000
"1277_3",acer_rubrum_1277_3,Acer rubrum,7,23856.000000000000000000000
"3455_1","3455_1st",Ulmus americana,4,3534.4000000000000000000000
"1222_2",lindera_benzoin_1222_2,Lindera benzoin,0,58.890000000000000000000000
"1047_2","1047_2nd",Acer rubrum,5,7362.000000000000000000000
"1340_1","1340_1st",Acer saccharum,11,88443.687180186600
"3439_1","3439_1st",Standing dead,7,7952.000000000000000000000
"1098_2","1098_2nd",Standing dead,7,3976.000000000000000000000
"1317a_2",liriodendron_tulipifera_1317a_2,Liriodendron tulipifera,8,23760.00000000000000000000
"3411_1","3411_1st",Ulmus americana,6,4810.00000000000000000
"1269_1","1269_1st",Hamamelis virginiana,2,96.2000000000000000000
"3423_3",rosa_multiflora_3423_3,Rosa multiflora,0,5.889000000000000000000000
VIBI60_1,acer_nigrum_VIBI60_1,Acer nigrum,8,17820.00000000000000000000
"1047_1","1047_1st",Fagus grandifolia,6,2405.000000000000000000000
"3409_3",acer_rubrum_3409_3,Acer rubrum,5,7362.000000000000000000000
Wetlandflipflop_4,crataegus_sp.1_Wetlandflipflop_4,Crataegus sp.,6,2405.000000000000000000000
VIBI86_1,ligustrum_vulgare_VIBI86_1,Ligustrum vulgare,0,84.409000000000000000000000
"1009_3",platanus_occidentalis_1009_3,Platanus occidentalis,6,2405.000000000000000000000
Large-113_1,standing_dead_Large-113_1,Standing dead,1,2.453750000000000000000000
SC294CCGrant_2,acer_rubrum_SC294CCGrant_2,Acer rubrum,11,111302.229486971300
"1256_3",fagus_grandifolia_1256_3,Fagus grandifolia,7,3976.000000000000000000000
"1026_3",quercus_rubra_1026_3,Quercus rubra,4,883.6000000000000000000000
Large-074_1,rosa_multiflora_Large-074_1,Rosa multiflora,0,9.815000000000000000000000
"1198_3",crataegus_sp.1_1198_3,Crataegus sp.,3,110.4000000000000000000000
VIBI59_1,acer_saccharum_VIBI59_1,Acer saccharum,3,552.0000000000000000000000
"1396_1","1396_1st",Aesculus glabra,7,3976.000000000000000000000
VIBI58_1,acer_saccharum_VIBI58_1,Acer saccharum,3,3201.6000000000000000000000
"1373_1","1373_1st",Cornus racemosa,1,24.537500000000000000000000
X-Large-40_1,juglans_nigra_X-Large-40_1,Juglans nigra,7,9940.000000000000000000000
"1072_1","1072_1st",Standing dead,5,6135.000000000000000000000
"1399_2",standing_dead_1399_2,Standing dead,11,151120.973893426000
"1325_1","1325_1st",Ulmus americana,1,5.889000000000000000000000
"1374_1","1374_1st",Standing dead,4,2650.8000000000000000000000
"1195_2",vitis_riparia_1195_2,Vitis riparia,2,120.2500000000000000000
"1293_2",acer_saccharum_1293_2,Acer saccharum,2,4649.6666666666666666667
"1206_2",prunus_avium_1206_2,Prunus avium,4,441.8000000000000000000000
"1328_1","1328_1st",Sassafras albidum,3,441.600000000000000000
"1047_3",liriodendron_tulipifera_1047_3,Liriodendron tulipifera,10,33120.00000000000000000000
"1272_2",acer_saccharum_1272_2,Acer saccharum,7,11928.000000000000000000000
VIBI032_1,VIBI032_1st,Fagus grandifolia,3,220.8000000000000000000000
"1024_1","1024_1st",Prunus serotina,2,48.10000000000000000000000
"1366_2",prunus_serotina_1366_2,Prunus serotina,9,62250.00000000000000000000
"3732_2","3732_2nd",Standing dead,5,2454.000000000000000000000
"1097_2","1097_2nd",Quercus rubra,6,2405.000000000000000000000
"1115_2",fagus_grandifolia_1115_2,Fagus grandifolia,6,4810.000000000000000000000
"1133_3",cornus_foemina_subsp._racemosa_1133_3,Cornus foemina subsp. racemosa,0,4.907500000000000000000000
"1267_2",platanus_occidentalis_1267_2,Platanus occidentalis,10,11040.00000000000000000000
"3483_2",parthenocissus_quinquefolia_3483_2,Parthenocissus quinquefolia,1,133.484000000000000000000000
"3400_1","3400_1st",Fagus grandifolia,2,120.2500000000000000000
"4235_8",standing_dead_4235_8,Standing dead,11,161170.771712627000
"2176_1",standing_dead_2176_1,Standing dead,11,66864.008702862000
Large-066_1,fraxinus_pennsylvanica_Large-066_1,Fraxinus pennsylvanica,2,601.25000000000000000000000
VIBI048_1,VIBI048_1st,Fagus grandifolia,5,6135.00000000000000000
"1200_3",amelanchier_sp.1_1200_3,Amelanchier sp.,4,441.8000000000000000000000
"1242_3",acer_saccharum_1242_3,Acer saccharum,10,22080.00000000000000000000
"3421_3",acer_rubrum_3421_3,Acer rubrum,1,3.92600000000000000000
"1103_2",carya_cordiformis_1103_2,Carya cordiformis,12,16909.308298681700
"1071_1","1071_1st",Ulmus americana,7,7952.000000000000000000000
,,Fraxinus pennsylvanica,5,
VIBI035_1,VIBI035_1st,Berberis thunbergii,0,3.271666666666666666666667
"1117_2",fagus_grandifolia_1117_2,Fagus grandifolia,4,2650.8000000000000000000000
Large-120_1,quercus_bicolor_Large-120_1,Quercus bicolor,10,22080.00000000000000000000
"1031_3",tsuga_canadensis_1031_3,Tsuga canadensis,6,2405.000000000000000000000
"4235_9",acer_nigrum_4235_9,Acer nigrum,5,9816.000000000000000000000
"1028_1","1028_1st",Standing dead,2,144.30000000000000000000000
"1031_3",acer_saccharum_1031_3,Acer saccharum,10,33120.00000000000000000000
"1053_1","1053_1st",Fraxinus americana,5,1227.000000000000000000000
"4235B_7",acer_nigrum_4235B_7,Acer nigrum,9,16600.0000000000000000
"1029_2","1029_2nd",Salix fragilis,15,23475.649278720125
VIBI012_1,VIBI012_1st,Fagus grandifolia,6,28860.000000000000000000000
"1119_2",standing_dead_1119_2,Standing dead,3,552.0000000000000000000000
"1396_1","1396_1st",Parthenocissus quinquefolia,1,62.816000000000000000000000
"1371_1","1371_1st",Parthenocissus quinquefolia,1,304.26500000000000000000
"1206_1","1206_1st",Standing dead,3,331.2000000000000000000000
"1114_1","1114_1st",Acer saccharum,5,9816.000000000000000000000
"1194_2",elaeagnus_angustifolia_1194_2,Elaeagnus angustifolia,0,4.907500000000000000000000
VIBI65_1,acer_saccharum_VIBI65_1,Acer saccharum,3,441.6000000000000000000000
"1209_1","1209_1st",Prunus serotina,2,48.1000000000000000000
"1269_2",berberis_thunbergii_1269_2,Berberis thunbergii,0,74.59400000000000000000
"3405_2",robinia_pseudoacacia_3405_2,Robinia pseudoacacia,9,20750.00000000000000000000
"1231_3",fraxinus_pennsylvanica_1231_3,Fraxinus pennsylvanica,3,220.8000000000000000000000
"3382_3",standing_dead_3382_3,Standing dead,3,110.4000000000000000000000
"1187_2",acer_rubrum_1187_2,Acer rubrum,8,11880.00000000000000000000
"1229_1","1229_1st",Acer rubrum,2,72.15000000000000000000000
"1136_3",quercus_rubra_1136_3,Quercus rubra,6,7215.000000000000000000000
"1009_1","1009_1st",Prunus serotina,2,48.1000000000000000000
"1110_1","1110_1st",Ulmus americana,4,441.8000000000000000000000
SC295CCGrant_2,acer_rubrum_SC295CCGrant_2,Acer rubrum,6,7215.000000000000000000000
Large-111_1,pyrus_sp.1_Large-111_1,Pyrus sp.,1,19.63000000000000000000
"3402_3",salix_discolor_3402_3,Salix discolor,4,3313.5000000000000000000000
"1029_3",acer_negundo_1029_3,Acer negundo,9,10375.00000000000000000000
"3428_1","3428_1st",Acer rubrum,5,9816.000000000000000000000
"1070_1","1070_1st",Nyssa sylvatica,4,2650.8000000000000000000000
X-Large-004_1,crataegus_sp.1_X-Large-004_1,Crataegus sp.,5,4908.000000000000000000000
"1221_2",carya_ovata_1221_2,Carya ovata,8,5940.00000000000000000000
"1277_3",liquidambar_styraciflua_1277_3,Liquidambar styraciflua,1,45.149000000000000000000000
"3452_1","3452_1st",Quercus rubra,3,1104.0000000000000000000000
"3412_3",juglans_nigra_3412_3,Juglans nigra,1,9.81500000000000000000
Large-106_1,standing_dead_Large-106_1,Standing dead,3,441.6000000000000000000000
"1179_2",acer_saccharum_1179_2,Acer saccharum,6,6012.500000000000000000000
"3483_1","3483_1st",Standing dead,2,336.70000000000000000000000
"1358_1","1358_1st",Liriodendron tulipifera,5,2454.000000000000000000000
"1253_1","1253_1st",Liriodendron tulipifera,11,13138.219017128900
"1296_3",hamamelis_virginiana_1296_3,Hamamelis virginiana,1,26.173333333333333333333333
"3499_2",quercus_rubra_3499_2,Quercus rubra,10,11040.00000000000000000000
"3417_2",acer_saccharum_3417_2,Acer saccharum,3,110.4000000000000000000000
"1055_1","1055_1st",Prunus serotina,8,14850.00000000000000000000
"1168_2",ligustrum_vulgare_1168_2,Ligustrum vulgare,0,24.53750000000000000000
Large-013_1,prunus_serotina_Large-013_1,Prunus serotina,3,220.8000000000000000000000
"3444_2",tilia_americana_3444_2,Tilia americana,4,883.6000000000000000000000
"1077_3",acer_rubrum_1077_3,Acer rubrum,4,552.2500000000000000000000
"3389_3",lindera_benzoin_3389_3,Lindera benzoin,0,9.815000000000000000000000
VIBI55_1,standing_dead_VIBI55_1,Standing dead,2,793.65000000000000000000000
"1241_3",frangula_alnus_1241_3,Frangula alnus,2,24.05000000000000000000000
"1209_2",tilia_americana_1209_2,Tilia americana,10,11040.00000000000000000000
X-Large-28_1,standing_dead_X-Large-28_1,Standing dead,8,5940.00000000000000000000
"1175_3",standing_dead_1175_3,Standing dead,6,2405.000000000000000000000
"1272_2",acer_rubrum_1272_2,Acer rubrum,8,23760.00000000000000000000
"1159_2",acer_rubrum_1159_2,Acer rubrum,6,16835.000000000000000000000
VIBI51_1,acer_saccharum_VIBI51_1,Acer saccharum,1,132.50250000000000000000
X-Large-032_1,acer_rubrum_X-Large-032_1,Acer rubrum,7,11928.000000000000000000000
Wetlandflipflop_4,aesculus_glabra_Wetlandflipflop_4,Aesculus glabra,6,19240.000000000000000000000
VIBI57_1,crataegus_sp.1_VIBI57_1,Crataegus sp.,1,3.926000000000000000000000
"1058_2","1058_2nd",Acer negundo,7,11928.000000000000000000000
"1151_2",quercus_rubra_1151_2,Quercus rubra,11,20109.020416362900
X-Large-032_1,salix_sp.1_X-Large-032_1,Salix sp.,0,1.963000000000000000000000
VIBI002_1,VIBI002_1st,Standing dead,7,7952.00000000000000000
"1026_2","1026_2nd",Quercus rubra,5,3681.000000000000000000000
"1188_3",robinia_pseudoacacia_1188_3,Robinia pseudoacacia,3,276.0000000000000000000000
"1050_3",standing_dead_1050_3,Standing dead,4,1325.4000000000000000000000
"1082_2","1082_2nd",Ulmus sp.,3,220.8000000000000000000000
"1302_1","1302_1st",Quercus rubra,11,73776.376478739300
"1194_2",standing_dead_1194_2,Standing dead,5,12270.000000000000000000000
SC276CCGrant_1,robinia_pseudoacacia_SC276CCGrant_1,Robinia pseudoacacia,8,415800.00000000000000000000
VIBI028_1,VIBI028_1st,Amelanchier arborea,3,220.800000000000000000
"1347_1","1347_1st",Carya ovata,7,3976.000000000000000000000
"1184_1","1184_1st",Standing dead,7,19880.000000000000000000000
BeBurn03_2,standing_dead_BeBurn03_2,Standing dead,5,12270.000000000000000000000
"1218_1","1218_1st",Acer negundo,5,1227.000000000000000000000
"1175_1","1175_1st",Acer rubrum,9,8300.00000000000000000000
"1361_2",acer_saccharum_1361_2,Acer saccharum,10,11040.00000000000000000000
"1322_1","1322_1st",Prunus serotina,2,30.06250000000000000000000
"1318_2",standing_dead_1318_2,Standing dead,9,8300.00000000000000000000
"1072_1","1072_1st",Acer rubrum,3,662.4000000000000000000000
"1221_2",quercus_alba_1221_2,Quercus alba,7,3976.000000000000000000000
"1372_1","1372_1st",Platanus occidentalis,7,3976.000000000000000000000
"1377_1","1377_1st",Hamamelis virginiana,1,3.926000000000000000000000
"1377_2",liriodendron_tulipifera_1377_2,Liriodendron tulipifera,11,42313.797291935600
"1017_1","1017_1st",Fraxinus pennsylvanica,3,331.200000000000000000
"1215_2",acer_saccharum_1215_2,Acer saccharum,3,1545.6000000000000000000000
Large-105_1,standing_dead_Large-105_1,Standing dead,5,6135.000000000000000000000
"3417_3",amelanchier_sp.1_3417_3,Amelanchier sp.,1,3.92600000000000000000
"1009_2","1009_2nd",Prunus serotina,6,2405.000000000000000000000
"1119_3",frangula_alnus_1119_3,Frangula alnus,1,107.965000000000000000000000
"1375_1","1375_1st",Acer saccharum,11,62771.848652112300
VIBI51_1,acer_saccharum_VIBI51_1,Acer saccharum,8,59400.00000000000000000000
"3387_1","3387_1st",Acer negundo,3,690.0000000000000000000000
Large-009_1,quercus_rubra_Large-009_1,Quercus rubra,5,1227.000000000000000000000
"1350_2",standing_dead_1350_2,Standing dead,2,288.6000000000000000000
VIBI044_1,VIBI044_1st,Standing dead,6,2405.000000000000000000000
"1299_3",carya_cordiformis_1299_3,Carya cordiformis,4,441.8000000000000000000000
"1175_2",fagus_grandifolia_1175_2,Fagus grandifolia,9,8300.00000000000000000000
"1025_1","1025_1st",Standing dead,8,11880.00000000000000000000
"1221_1","1221_1st",Fagus grandifolia,5,7362.000000000000000000000
"1018_1","1018_1st",Acer nigrum,5,9816.000000000000000000000
"1028_2","1028_2nd",Fagus grandifolia,4,441.8000000000000000000000
"1366_2",prunus_serotina_1366_2,Prunus serotina,0,4.907500000000000000000000
Large-064_1,nyssa_sylvatica_Large-064_1,Nyssa sylvatica,4,4418.0000000000000000000000
VIBI042_1,VIBI042_1st,Acer saccharum,6,6012.500000000000000000000
"1060_3",carya_cordiformis_1060_3,Carya cordiformis,11,42638.480892684000
"1400_2",acer_rubrum_1400_2,Acer rubrum,12,18474.528298516500
"1061_1","1061_1st",Standing dead,9,8300.00000000000000000000
Large-068_1,acer_rubrum_Large-068_1,Acer rubrum,8,5940.00000000000000000000
"1253_1","1253_1st",Acer rubrum,4,4418.0000000000000000000000
"1124_2",vitis_aestivalis_1124_2,Vitis aestivalis,1,1.963000000000000000000000
"3964_2",acer_saccharinum_3964_2,Acer saccharinum,7,15904.000000000000000000000
LtoL-009_1,fraxinus_pennsylvanica_LtoL-009_1,Fraxinus pennsylvanica,6,24050.000000000000000000000
"1222_1","1222_1st",Acer saccharum,6,24050.000000000000000000000
Large-006_1,cornus_florida_Large-006_1,Cornus florida,5,3067.500000000000000000000
Large-123_1,standing_dead_Large-123_1,Standing dead,8,14850.00000000000000000000
"1135A_2",cornus_florida_1135A_2,Cornus florida,4,441.8000000000000000000000
"1151_2",carya_ovata_1151_2,Carya ovata,5,1227.000000000000000000000
Large-022_1,ulmus_americana_Large-022_1,Ulmus americana,10,27600.00000000000000000000
"1141_3",standing_dead_1141_3,Standing dead,6,2405.000000000000000000000
"3362_1","3362_1st",Carya cordiformis,3,110.4000000000000000000000
,,Acer platanoides,9,
Large-104_1,quercus_palustris_Large-104_1,Quercus palustris,3,276.0000000000000000000000
"1178_2",carya_ovata_1178_2,Carya ovata,4,441.8000000000000000000000
"1028a_3",ulmus_americana_1028a_3,Ulmus americana,4,1325.400000000000000000
"1191_3",prunus_serotina_1191_3,Prunus serotina,4,883.6000000000000000000000
"1143_1","1143_1st",Liriodendron tulipifera,6,4810.000000000000000000000
VIBI53_1,liriodendron_tulipifera_VIBI53_1,Liriodendron tulipifera,4,441.8000000000000000000000
"1294_2",acer_saccharum_1294_2,Acer saccharum,9,16600.00000000000000000000
Large-030_1,standing_dead_Large-030_1,Standing dead,5,1227.000000000000000000000
"1242_3",standing_dead_1242_3,Standing dead,11,19478.188611522100
"1124_3",carya_ovata_1124_3,Carya ovata,3,110.4000000000000000000000
Large-035_1,cornus_racemosa_Large-035_1,Cornus racemosa,2,180.37500000000000000000000
"1168_3",celastrus_orbiculatus_1168_3,Celastrus orbiculatus,2,60.12500000000000000000000
"4235_2",liriodendron_tulipifera_4235_2,Liriodendron tulipifera,11,91266.172559988000
"1289_3",acer_saccharum_1289_3,Acer saccharum,5,14724.000000000000000000000
"1087_2","1087_2nd",Standing dead,2,320.66666666666666666666667
Large-116_1,standing_dead_Large-116_1,Standing dead,1,78.52000000000000000000
"1396_1","1396_1st",Fraxinus sp.,1,1.963000000000000000000000
"1299_2",parthenocissus_quinquefolia_1299_2,Parthenocissus quinquefolia,3,110.4000000000000000000000
"3364_1","3364_1st",Liriodendron tulipifera,11,96241.669925110900
"1087_3",fagus_grandifolia_1087_3,Fagus grandifolia,9,27666.6666666666666667
"1039_3",carya_cordiformis_1039_3,Carya cordiformis,4,441.8000000000000000000000
Exclosure15SC_inside_spring2019_2,fagus_grandifolia_Exclosure15SC_inside_spring2019_2,Fagus grandifolia,2,1202.5000000000000000000
"1126_3",prunus_serotina_1126_3,Prunus serotina,5,1227.000000000000000000000
"1094_2","1094_2nd",Acer platanoides,2,240.50000000000000000000000
"1010_1","1010_1st",Acer saccharum,7,7952.000000000000000000000
VIBI85_1,lonicera_morrowii_VIBI85_1,Lonicera morrowii,0,4.907500000000000000000000
X-Large-007_1,acer_rubrum_X-Large-007_1,Acer rubrum,10,11040.00000000000000000000
"1215_1","1215_1st",Quercus rubra,11,130526.263252817900
"1329_1","1329_1st",Acer nigrum,6,4810.000000000000000000000
"1045_1","1045_1st",Acer nigrum,4,441.8000000000000000000000
"1159_1","1159_1st",Cornus florida,4,441.8000000000000000000000
"3368_3",acer_rubrum_3368_3,Acer rubrum,12,89551.098590577100
"1275_1","1275_1st",Acer saccharum,2,72.1500000000000000000
"1091_3",acer_saccharum_1091_3,Acer saccharum,3,3974.4000000000000000000000
"1229_1","1229_1st",Standing dead,4,883.6000000000000000000000
"3444_3",toxicodendron_radicans_3444_3,Toxicodendron radicans,1,31.408000000000000000000000
VIBI80_1,sassafras_albidum_VIBI80_1,Sassafras albidum,6,2405.000000000000000000000
"3372_2",viburnum_acerifolium_3372_2,Viburnum acerifolium,1,53.98250000000000000000
"3382_3",quercus_alba_3382_3,Quercus alba,10,33120.00000000000000000000
"1050_1","1050_1st",Acer rubrum,11,24542.200349659800
"1295_1","1295_1st",Ulmus americana,6,2405.000000000000000000000
"3374_3",acer_saccharum_3374_3,Acer saccharum,3,1104.0000000000000000000000
Large-051_1,salix_nigra_Large-051_1,Salix nigra,1,4.907500000000000000000000
Large-009_1,quercus_rubra_Large-009_1,Quercus rubra,6,2405.000000000000000000000
"1376_3",standing_dead_1376_3,Standing dead,2,192.40000000000000000000000
"1138_3",vitis_aestivalis_1138_3,Vitis aestivalis,3,6348.000000000000000000
"1105_2",fagus_grandifolia_1105_2,Fagus grandifolia,5,2454.000000000000000000000
Large-022_1,standing_dead_Large-022_1,Standing dead,2,300.62500000000000000000000
"1298_3",acer_saccharum_1298_3,Acer saccharum,2,745.5500000000000000000
"1374_2",acer_saccharum_1374_2,Acer saccharum,6,2405.000000000000000000000
"1141_3",quercus_palustris_1141_3,Quercus palustris,2,264.5500000000000000000
Large-091_1,rubus_pensilvanicus_Large-091_1,Rubus pensilvanicus,0,9.81500000000000000000
"3402_1","3402_1st",Cornus sericea,1,368.06250000000000000000
"1009_1","1009_1st",Standing dead,5,1227.000000000000000000000
"1385_1","1385_1st",Ulmus americana,6,12025.00000000000000000
"1301_1","1301_1st",Fraxinus sp.,8,11880.00000000000000000000
"1066_1","1066_1st",Carpinus caroliniana,3,110.4000000000000000000000
"3378_3",standing_dead_3378_3,Standing dead,3,331.2000000000000000000000
"4235A_8",acer_nigrum_4235A_8,Acer nigrum,3,1545.6000000000000000000000
"1102_3",prunus_serotina_1102_3,Prunus serotina,6,2405.000000000000000000000
"1031a_3",acer_rubrum_1031a_3,Acer rubrum,4,441.8000000000000000000000
VIBI002_1,VIBI002_1st,Carpinus caroliniana,4,4859.8000000000000000000000
"1282_1","1282_1st",Acer saccharum,7,13253.333333333333333333333
"3397_1","3397_1st",Carpinus caroliniana,4,1767.2000000000000000000000
"1149_3",fagus_grandifolia_1149_3,Fagus grandifolia,5,1227.000000000000000000000
"3409_2","3409_2nd",Standing dead,10,11040.00000000000000000000
X-Large-36_1,lonicera_morrowii_X-Large-36_1,Lonicera morrowii,0,4.907500000000000000000000
"3437_2",prunus_serotina_3437_2,Prunus serotina,6,2405.000000000000000000000
"3484_1","3484_1st",Nyssa sylvatica,4,441.8000000000000000000000
JacksonWetWoods_1,lindera_benzoin_JacksonWetWoods_1,Lindera benzoin,0,35.334000000000000000000000
"1327_1","1327_1st",Standing dead,2,673.4000000000000000000
"3421_1","3421_1st",Lindera benzoin,0,33.371000000000000000000000
Large-054_1,standing_dead_Large-054_1,Standing dead,5,7362.000000000000000000000
"1292_3",fagus_grandifolia_1292_3,Fagus grandifolia,4,3092.6000000000000000000000
"1058_3",acer_saccharinum_1058_3,Acer saccharinum,7,3976.000000000000000000000
"1222_2",standing_dead_1222_2,Standing dead,11,40059.233324086800
VIBI90_1,quercus_velutina_VIBI90_1,Quercus velutina,12,55241.529601273900
"1105_2",ostrya_virginiana_1105_2,Ostrya virginiana,5,1227.000000000000000000000
"1312_1","1312_1st",Acer saccharum,9,8300.00000000000000000000
"1277_3",liquidambar_styraciflua_1277_3,Liquidambar styraciflua,4,5743.4000000000000000000000
"3433_1","3433_1st",Hamamelis virginiana,1,9.815000000000000000000000
"3668_2","3668_2nd",Acer rubrum,2,48.10000000000000000000000
"1012_2","1012_2nd",Carya cordiformis,8,5940.00000000000000000000
"1299_2",acer_saccharum_1299_2,Acer saccharum,8,5940.00000000000000000000
"1292_3",fagus_grandifolia_1292_3,Fagus grandifolia,10,11040.00000000000000000000
VIBI86_1,standing_dead_VIBI86_1,Standing dead,4,3976.2000000000000000000000
"1117_1","1117_1st",Acer saccharum,5,9816.000000000000000000000
VIBI90_1,quercus_velutina_VIBI90_1,Quercus velutina,11,70522.864586865400
LtoL-035_1,populus_deltoides_LtoL-035_1,Populus deltoides,7,39760.000000000000000000000
"3495_2",prunus_serotina_3495_2,Prunus serotina,7,3976.000000000000000000000
"3406_1","3406_1st",Acer saccharum,5,7362.000000000000000000000
"1284_3",fagus_grandifolia_1284_3,Fagus grandifolia,1,27.482000000000000000000000
"1246_1","1246_1st",Parthenocissus quinquefolia,2,432.9000000000000000000
VIBI77_1,acer_saccharum_VIBI77_1,Acer saccharum,8,5940.00000000000000000000
"1329_1","1329_1st",Acer nigrum,9,8300.00000000000000000000
"1008_2","1008_2nd",Liriodendron tulipifera,11,56987.116289332875
"1173_2",standing_dead_1173_2,Standing dead,1,4.907500000000000000000000
"1246_3",rosa_multiflora_1246_3,Rosa multiflora,0,15.704000000000000000000000
"1219_2",pinus_strobus_1219_2,Pinus strobus,13,26420.794216690200
"1317_2",ulmus_americana_1317_2,Ulmus americana,3,9936.0000000000000000000000
"1151_2",standing_dead_1151_2,Standing dead,1,3.926000000000000000000000
"3463_2",fraxinus_pennsylvanica_3463_2,Fraxinus pennsylvanica,2,80.16666666666666666666667
VIBI73_1,rosa_multiflora_VIBI73_1,Rosa multiflora,0,137.41000000000000000000
"1070_3",quercus_rubra_1070_3,Quercus rubra,11,37378.669392411300
"1254_1","1254_1st",Rubus sp.,0,1.963000000000000000000000
"1140_1","1140_1st",Liriodendron tulipifera,8,17820.00000000000000000000
"1231_1","1231_1st",Lindera benzoin,0,31.408000000000000000000000
"1045_3",acer_rubrum_1045_3,Acer rubrum,6,2405.000000000000000000000
"3362_3",standing_dead_3362_3,Standing dead,2,24.05000000000000000000000
